# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May  6 10:43:37 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,st_dist,st_teff,pl_disc,pl_facility,pl_pelink,pl_edelink
Kepler-1327 b,Transit,1,14.88801098,,,,,0.161,688.00,5885.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1327_b/,
Kepler-1328 b,Transit,1,4.52158888,,,,,0.087,630.00,5780.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1328_b/,
Kepler-1329 b,Transit,1,9.33646594,,,,,0.194,624.00,4500.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1329_b/,
Kepler-133 b,Transit,2,8.12997600,0.083000,,,,0.157,665.37,5736.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-133_b/,http://exoplanets.org/detail/Kepler-133_b
Kepler-133 c,Transit,2,31.51758600,0.204000,,,,0.253,665.37,5736.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-133_c/,http://exoplanets.org/detail/Kepler-133_c
Kepler-1330 b,Transit,1,10.10769068,,,,,0.147,939.00,5608.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1330_b/,
Kepler-1331 b,Transit,1,0.78916165,,,,,0.094,365.00,4508.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1331_b/,
Kepler-1332 b,Transit,1,11.87456832,,,,,0.122,515.00,5581.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1332_b/,
Kepler-1333 b,Transit,1,109.64718420,,,,,0.251,958.00,5628.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1333_b/,
Kepler-1334 b,Transit,1,15.64591713,,,,,0.204,1047.00,5614.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1334_b/,
Kepler-1335 b,Transit,1,6.26406846,,,,,0.129,628.00,4903.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1335_b/,
Kepler-1336 b,Transit,2,23.19868100,,,,,0.177,822.00,5512.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1336_b/,
Kepler-1336 c,Transit,2,5.77721211,,,,,0.153,822.00,5512.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1336_c/,
Kepler-1337 b,Transit,1,24.40025490,,,,,0.215,588.00,4523.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1337_b/,
Kepler-1338 b,Transit,1,0.93511806,,,,,0.082,619.00,5909.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1338_b/,
Kepler-1339 b,Transit,1,1.34155513,,,,,0.063,267.00,5586.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1339_b/,
Kepler-134 b,Transit,2,5.31742900,0.060000,,,,0.178,338.05,5983.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-134_b/,http://exoplanets.org/detail/Kepler-134_b
Kepler-134 c,Transit,2,10.10578500,0.092000,,,,0.112,338.05,5983.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-134_c/,http://exoplanets.org/detail/Kepler-134_c
Kepler-1340 b,Transit,1,0.66502692,,,,,0.138,1421.00,6331.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1340_b/,
Kepler-1341 b,Transit,1,132.99683220,,,,,0.267,466.00,4662.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1341_b/,
Kepler-1342 b,Transit,1,2.21571036,,,,,0.148,941.00,5527.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1342_b/,
Kepler-1343 b,Transit,1,3.35183158,,,,,0.172,1307.00,5759.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1343_b/,
Kepler-1344 b,Transit,1,4.76830490,,,,,0.164,851.00,5981.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1344_b/,
Kepler-1345 b,Transit,1,44.61695570,,,,,0.211,1164.00,6449.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1345_b/,
Kepler-1346 b,Transit,1,3.40165668,,,,,0.141,1123.00,6133.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1346_b/,
Kepler-1347 b,Transit,1,14.00947528,,,,,0.092,321.00,5193.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1347_b/,
Kepler-1348 b,Transit,1,27.57227420,,,,,0.173,1033.00,5911.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1348_b/,
Kepler-1349 b,Transit,1,2.12823928,,,,,0.062,260.00,6086.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1349_b/,
Kepler-135 b,Transit,2,6.00253000,0.067000,,,,0.161,632.99,6090.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-135_b/,http://exoplanets.org/detail/Kepler-135_b
Kepler-135 c,Transit,2,11.44870800,0.103000,,,,0.103,632.99,6090.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-135_c/,http://exoplanets.org/detail/Kepler-135_c
Kepler-1350 b,Transit,2,4.49686040,,,,,0.225,350.00,3827.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1350_b/,
Kepler-1350 c,Transit,2,1.76678906,,,,,0.154,350.00,3827.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1350_c/,
Kepler-1351 b,Transit,1,0.91614077,,,,,0.058,241.00,4439.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1351_b/,
Kepler-1352 b,Transit,1,1.87788275,,,,,0.079,637.00,6118.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1352_b/,
Kepler-1353 b,Transit,1,24.75439660,,,,,0.161,596.00,4776.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1353_b/,
Kepler-1354 b,Transit,1,76.61337700,,,,,0.265,1057.00,6168.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1354_b/,
Kepler-1355 b,Transit,1,1.28958811,,,,,0.130,963.00,5352.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1355_b/,
Kepler-1356 b,Transit,1,0.63400294,,,,,0.136,881.00,5106.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1356_b/,
Kepler-1357 b,Transit,1,3.00913240,,,,,0.114,1026.00,5597.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1357_b/,
Kepler-1358 b,Transit,1,7.06317341,,,,,0.100,558.00,5181.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1358_b/,
Kepler-1359 b,Transit,1,59.49709520,,,,,0.252,669.00,4709.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1359_b/,
Kepler-136 b,Transit,2,11.57890000,0.106000,,,,0.183,425.94,6165.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-136_b/,http://exoplanets.org/detail/Kepler-136_b
Kepler-136 c,Transit,2,16.39923500,0.133000,,,,0.178,425.94,6165.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-136_c/,http://exoplanets.org/detail/Kepler-136_c
Kepler-1360 b,Transit,1,40.52864130,,,,,0.303,1405.00,6778.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1360_b/,
Kepler-1361 b,Transit,1,3.57554956,,,,,0.077,404.00,5131.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1361_b/,
Kepler-1362 b,Transit,1,136.20562600,,,,,0.232,767.00,4857.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1362_b/,
Kepler-1363 b,Transit,1,2.94194094,,,,,0.112,559.00,4839.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1363_b/,
Kepler-1364 b,Transit,1,13.32196237,,,,,0.192,1149.00,6805.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1364_b/,
Kepler-1365 b,Transit,2,7.69993485,,,,,0.082,541.00,5770.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1365_b/,
Kepler-1365 c,Transit,2,4.77468005,,,,,0.071,541.00,5770.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1365_c/,
Kepler-1366 b,Transit,1,2.16457097,,,,,0.128,395.00,4070.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1366_b/,
Kepler-1367 b,Transit,1,1.57409027,,,,,0.082,357.00,4106.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1367_b/,
Kepler-1368 b,Transit,1,0.67564949,,,,,0.147,1750.00,5906.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1368_b/,
Kepler-1369 b,Transit,1,25.87314800,,,,,0.240,1236.00,5761.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1369_b/,
Kepler-137 b,Transit,2,8.43638700,0.077000,,,,0.131,305.65,5187.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-137_b/,http://exoplanets.org/detail/Kepler-137_b
Kepler-137 c,Transit,2,18.73575300,0.130000,,,,0.168,305.65,5187.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-137_c/,http://exoplanets.org/detail/Kepler-137_c
Kepler-1370 b,Transit,2,20.26416840,,,,,0.164,878.00,6202.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1370_b/,
Kepler-1370 c,Transit,2,7.44142113,,,,,0.113,878.00,6202.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1370_c/,
Kepler-1371 b,Transit,2,3.44620390,,,,,0.065,450.00,5361.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1371_b/,
Kepler-1371 c,Transit,2,2.00541269,,,,,0.057,450.00,5361.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1371_c/,
Kepler-1372 b,Transit,1,1.31155557,,,,,0.113,1161.00,5677.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1372_b/,
Kepler-1373 b,Transit,1,1.29123275,,,,,0.103,1112.00,6299.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1373_b/,
Kepler-1374 b,Transit,1,10.65276707,,,,,0.204,1135.00,5323.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1374_b/,
Kepler-1375 b,Transit,1,3.30041920,,,,,0.155,1238.00,6704.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1375_b/,
Kepler-1376 b,Transit,1,5.30880656,,,,,0.094,864.00,5659.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1376_b/,
Kepler-1377 b,Transit,1,0.74092842,,,,,0.112,1019.00,5218.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1377_b/,
Kepler-1378 b,Transit,1,11.95398936,,,,,0.196,562.00,4407.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1378_b/,
Kepler-1379 b,Transit,1,0.88184115,,,,,0.116,951.00,5188.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1379_b/,
Kepler-138 b,Transit,3,10.31260000,,,,0.00021,0.047,66.99,3841.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-138_b/,http://exoplanets.org/detail/Kepler-138_b
Kepler-138 c,Transit,3,13.78130000,,,,0.00620,0.107,66.99,3841.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-138_c/,
Kepler-138 d,Transit,3,23.08810000,,,,0.00201,0.108,66.99,3841.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-138_d/,
Kepler-1380 b,Transit,1,10.31082450,,,,,0.128,1209.00,5570.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1380_b/,
Kepler-1381 b,Transit,1,25.38426860,,,,,0.201,1306.00,5747.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1381_b/,
Kepler-1382 b,Transit,1,16.35830550,,,,,0.168,730.00,6161.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1382_b/,
Kepler-1383 b,Transit,1,13.90935830,,,,,0.126,961.00,6370.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1383_b/,
Kepler-1384 b,Transit,1,15.36262753,,,,,0.173,618.00,4919.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1384_b/,
Kepler-1385 b,Transit,1,2.88879862,,,,,0.076,527.00,5732.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1385_b/,
Kepler-1386 b,Transit,1,6.73972381,,,,,0.111,838.00,5733.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1386_b/,
Kepler-1387 b,Transit,1,2.27952666,,,,,0.083,491.00,5046.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1387_b/,
Kepler-1388 b,Transit,4,12.28546030,,,,,0.231,492.00,4098.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1388_b/,
Kepler-1388 c,Transit,4,5.53608151,,,,,0.202,492.00,4098.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1388_c/,
Kepler-1388 d,Transit,4,20.95681580,,,,,0.255,492.00,4098.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1388_d/,
Kepler-1388 e,Transit,4,37.63270840,,,,,0.219,492.00,4098.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1388_e/,
Kepler-1389 b,Transit,1,99.25309510,,,,,0.158,521.00,5078.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1389_b/,
Kepler-139 b,Transit,2,15.77104400,0.127000,,,,0.262,395.45,5594.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-139_b/,http://exoplanets.org/detail/Kepler-139_b
Kepler-139 c,Transit,2,157.07287800,0.586000,,,,0.302,395.45,5594.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-139_c/,http://exoplanets.org/detail/Kepler-139_c
Kepler-1390 b,Transit,1,6.48021673,,,,,0.105,760.00,5753.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1390_b/,
Kepler-1391 b,Transit,1,54.40923330,,,,,0.150,721.00,5840.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1391_b/,
Kepler-1392 b,Transit,1,15.14103970,,,,,0.175,1117.00,5479.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1392_b/,
Kepler-1393 b,Transit,1,2.44357812,,,,,0.071,462.00,5697.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1393_b/,
Kepler-1394 b,Transit,1,3.93766373,,,,,0.124,820.00,6481.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1394_b/,
Kepler-1395 b,Transit,1,3.78470649,,,,,0.071,507.00,6138.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1395_b/,
Kepler-1396 b,Transit,1,18.22064210,,,,,0.185,1236.00,6195.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1396_b/,
Kepler-1397 b,Transit,1,47.44995500,,,,,0.153,770.00,6026.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1397_b/,
Kepler-1398 b,Transit,2,2.78815679,,,,,0.080,793.00,6126.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1398_b/,
Kepler-1398 c,Transit,2,4.13827595,,,,,0.092,793.00,6126.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1398_c/,
Kepler-1399 b,Transit,1,1.63865306,,,,,0.112,1256.00,5735.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1399_b/,
Kepler-14 b,Transit,1,6.79012300,,0.035000,90.000,8.40000,1.136,980.00,6395.00,2011,Kepler,http://exoplanet.eu/catalog/kepler-14_b/,http://exoplanets.org/detail/Kepler-14_b
Kepler-140 b,Transit,2,3.25427000,0.045000,,,,0.144,593.80,6077.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-140_b/,http://exoplanets.org/detail/Kepler-140_b
Kepler-140 c,Transit,2,91.35328200,0.414000,,,,0.161,593.80,6077.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-140_c/,http://exoplanets.org/detail/Kepler-140_c
Kepler-1400 b,Transit,1,9.06689421,,,,,0.145,879.00,5044.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1400_b/,
Kepler-1401 b,Transit,1,11.20066445,,,,,0.150,1242.00,5964.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1401_b/,
Kepler-1402 b,Transit,1,2.03387914,,,,,0.068,681.00,5416.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1402_b/,
Kepler-1403 b,Transit,1,5.19492202,,,,,0.191,1801.00,6060.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1403_b/,
Kepler-1404 b,Transit,1,15.93147390,,,,,0.179,946.00,5261.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1404_b/,
Kepler-1405 b,Transit,1,28.22741840,,,,,0.353,1605.00,5925.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1405_b/,
Kepler-1406 b,Transit,1,11.62905828,,,,,0.098,587.00,5892.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1406_b/,
Kepler-1407 b,Transit,1,20.07115040,,,,,0.201,1275.00,6010.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1407_b/,
Kepler-1408 b,Transit,1,2.99793191,,,,,0.079,426.00,6170.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1408_b/,
Kepler-1409 b,Transit,1,0.76486493,,,,,0.093,722.00,5160.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1409_b/,
Kepler-141 b,Transit,2,3.10767500,0.039000,,,,0.062,303.83,4910.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-141_b/,http://exoplanets.org/detail/Kepler-141_b
Kepler-141 c,Transit,2,7.01060600,0.067000,,,,0.126,303.83,4910.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-141_c/,http://exoplanets.org/detail/Kepler-141_c
Kepler-1410 b,Transit,1,60.86616800,,,,,0.159,367.00,4092.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1410_b/,
Kepler-1411 b,Transit,1,86.11508880,,,,,0.252,1431.00,5664.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1411_b/,
Kepler-1412 b,Transit,1,3.61460510,,,,,0.074,639.00,5880.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1412_b/,
Kepler-1413 b,Transit,1,13.18296420,,,,,0.162,1162.00,5196.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1413_b/,
Kepler-1414 b,Transit,1,3.51576315,,,,,0.110,534.00,4951.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1414_b/,
Kepler-1415 b,Transit,1,0.63642408,,,,,0.115,1066.00,5267.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1415_b/,
Kepler-1416 b,Transit,1,1.49514952,,,,,0.079,807.00,6019.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1416_b/,
Kepler-1417 b,Transit,1,20.35052130,,,,,0.089,656.00,5839.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1417_b/,
Kepler-1418 b,Transit,1,22.47644250,,,,,0.148,499.00,4770.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1418_b/,
Kepler-1419 b,Transit,1,42.52158950,,,,,0.255,1444.00,5796.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1419_b/,
Kepler-142 b,Transit,3,2.02415200,0.032000,,,,0.178,557.51,5790.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-142_b/,http://exoplanets.org/detail/Kepler-142_b
Kepler-142 c,Transit,3,4.76170200,0.057000,,,,0.255,557.51,5790.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-142_c/,http://exoplanets.org/detail/Kepler-142_c
Kepler-142 d,Transit,3,41.80911800,0.242000,,,,0.193,557.51,5790.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-142_d/,http://exoplanets.org/detail/Kepler-142_d
Kepler-1420 b,Transit,1,6.69960006,,,,,0.114,923.00,5187.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1420_b/,
Kepler-1421 b,Transit,1,6.91311120,,,,,0.083,675.00,6335.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1421_b/,
Kepler-1422 b,Transit,1,18.60519420,,,,,0.180,2081.00,6194.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1422_b/,
Kepler-1423 b,Transit,1,23.95537800,,,,,0.095,449.00,4939.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1423_b/,
Kepler-1424 b,Transit,1,29.60917440,,,,,0.103,620.00,5838.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1424_b/,
Kepler-1425 b,Transit,1,14.45413020,,,,,0.084,499.00,5718.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1425_b/,
Kepler-1426 b,Transit,1,14.25632270,,,,,0.139,1211.00,5831.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1426_b/,
Kepler-1427 b,Transit,1,0.96897238,,,,,0.098,1220.00,5793.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1427_b/,
Kepler-1428 b,Transit,1,10.67607169,,,,,0.146,802.00,6184.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1428_b/,
Kepler-1429 b,Transit,1,4.48487493,,,,,0.115,1156.00,5902.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1429_b/,
Kepler-143 b,Transit,2,16.00758300,0.127000,,,,0.215,828.71,5848.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-143_b/,http://exoplanets.org/detail/Kepler-143_b
Kepler-143 c,Transit,2,27.08251100,0.181000,,,,0.301,828.71,5848.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-143_c/,http://exoplanets.org/detail/Kepler-143_c
Kepler-1430 b,Transit,1,2.46050993,,,,,0.105,541.00,4796.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1430_b/,
Kepler-1431 b,Transit,1,5.86601526,,,,,0.131,1270.00,5806.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1431_b/,
Kepler-1432 b,Transit,1,23.91090110,,,,,0.198,1552.00,6031.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1432_b/,
Kepler-1433 b,Transit,1,4.13592271,,,,,0.139,1328.00,6097.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1433_b/,
Kepler-1434 b,Transit,1,8.05333618,,,,,0.099,680.00,6291.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1434_b/,
Kepler-1435 b,Transit,1,4.45343281,,,,,0.077,681.00,6356.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1435_b/,
Kepler-1436 b,Transit,1,9.70571600,,,,,0.117,1142.00,5972.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1436_b/,
Kepler-1437 b,Transit,1,10.92954610,,,,,0.122,1182.00,5557.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1437_b/,
Kepler-1438 b,Transit,1,2.31942009,,,,,0.084,866.00,5530.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1438_b/,
Kepler-1439 b,Transit,1,8.07392849,,,,,0.130,215.00,3578.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1439_b/,
Kepler-144 b,Transit,2,5.88527300,0.066000,,,,0.119,389.22,6075.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-144_b/,http://exoplanets.org/detail/Kepler-144_b
Kepler-144 c,Transit,2,10.10466500,0.094000,,,,0.120,389.22,6075.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-144_c/,http://exoplanets.org/detail/Kepler-144_c
Kepler-1440 b,Transit,1,39.85948400,,,,,0.112,685.00,5698.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1440_b/,
Kepler-1441 b,Transit,1,39.44198390,,,,,0.117,751.00,5802.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1441_b/,
Kepler-1442 b,Transit,1,81.41629410,,,,,0.351,525.00,6394.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1442_b/,
Kepler-1443 b,Transit,1,2.41811321,,,,,0.087,475.00,6289.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1443_b/,
Kepler-1444 b,Transit,1,33.42035034,,,,,0.194,340.00,5810.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1444_b/,
Kepler-1445 b,Transit,1,10.60052251,,,,,0.086,482.00,6150.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1445_b/,
Kepler-1446 b,Transit,1,0.68996783,,,,,0.073,162.00,4865.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1446_b/,
Kepler-1447 b,Transit,1,56.67472850,,,,,0.259,871.00,5722.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1447_b/,
Kepler-1448 b,Transit,1,12.27065865,,,,,0.144,786.00,5774.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1448_b/,
Kepler-1449 b,Transit,1,13.22745280,,,,,0.150,1321.00,5979.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1449_b/,
Kepler-145 b,Transit,2,22.95100000,,,,0.11700,0.236,576.15,6022.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-145_b/,
Kepler-145 c,Transit,2,42.88200000,,,,0.25000,0.385,576.15,6022.00,2013,Kepler,http://exoplanet.eu/catalog/kepler-145_c/,
Kepler-1450 b,Transit,1,54.50941660,,,,,0.153,490.00,4524.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1450_b/,
Kepler-1451 b,Transit,1,35.62223300,,,,,0.299,1159.00,5782.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1451_b/,
Kepler-1452 b,Transit,1,42.91375100,,,,,0.241,974.00,6101.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1452_b/,
Kepler-1453 b,Transit,1,47.16116960,,,,,0.238,1284.00,5665.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1453_b/,
Kepler-1454 b,Transit,1,47.03194790,,,,,0.168,795.00,5448.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1454_b/,
Kepler-1455 b,Transit,1,49.27676400,,,,,0.193,392.00,4075.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1455_b/,
Kepler-1456 b,Transit,1,18.13738290,,,,,0.102,379.00,4231.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1456_b/,
Kepler-1457 b,Transit,1,51.11102430,,,,,0.178,728.00,5866.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1457_b/,
Kepler-1458 b,Transit,1,47.98727640,,,,,0.246,642.00,5653.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1458_b/,
Kepler-1459 b,Transit,1,62.86916110,,,,,0.121,435.00,4828.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1459_b/,
Kepler-146 b,Transit,2,31.15879900,0.200000,,,,0.331,731.81,5948.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-146_b/,http://exoplanets.org/detail/Kepler-146_b
Kepler-146 c,Transit,2,76.73217100,0.364000,,,,0.279,731.81,5948.00,2014,Kepler,http://exoplanet.eu/catalog/kepler-146_c/,http://exoplanets.org/detail/Kepler-146_c
Kepler-1460 b,Transit,1,29.96332470,,,,,0.175,574.00,4422.00,2016,Kepler,http://exoplanet.eu/catalog/kepler-1460_b/,
